;;;;Bernard Dietz;;;;;Miss Daisy und ihr Chauffeur (1990);;Angelina Johnson;Quappo;;;;Samarium  ;;;;;;;;;;;;;;;;511 Network Authentication Required;;;;;;;;
;;;;Sepp Maier;;;;;Der mit dem Wolf tanzt (1991);;Parvati Patil;Abra;;;;Europium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Berti Vogts;;;;;Das Schweigen der Lämmer (1992);;Lily Potter;Kadabra;;;;Gadolinium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Franz Beckenbauer;;;;;Erbarmungslos (1993);;Xenophilius Lovegood;Simsala;;;;Terbium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Wolfang Overath;;;;;Schindlers Liste (1994);;Nearly Headless Nick;Machollo;;;;Dysprosium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Horst Szymaniak;;;;;Forrest Gump (1995);;Quirinus Quirrell;Maschock;;;;Holmium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Hans Tilkowski;;;;;Braveheart (1996);;Moaning Myrtle;Machomei;;;;Erbium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Willi Schulz;;;;;Der englische Patient (1997);;Garrick Ollivander;Knofensa;;;;Thulium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Rudi Brunnenmeier;;;;;Titanic (1998);;Katie Bell;Ultrigaria;;;;Ytterbium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Aki Schmidt;;;;;Shakespeare in Love (1999);;Olympe Maxime;Sarzenia;;;;Lutetium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Uwe Seeler;;;;;American Beauty (2000);;Charlie Weasley;Tentacha;;;;Hafnium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Herbert Erhardt;;;;;Gladiator (2001);;Lee Jordan;Tentoxa;;;;Tantal  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Helmut Rahn;;;;;A Beautiful Mind – Genie und Wahnsinn (2002);;Kingsley Shacklebolt;Kleinstein;;;;Wolfram  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Hans Schäfer;;;;;Chicago (2003);;Fang;Georok;;;;Rhenium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Erich Juskowiak;;;;;Der Herr der Ringe: Die Rückkehr des Königs (2004);;Fenrir Greyback;Geowaz;;;;Osmium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Max Morlock;;;;;Million Dollar Baby (2005);;Ernie Macmillan;Ponita;;;;Iridium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Alfred Pfaff;;;;;L.A. Crash (2006);;Pomona Sprout;Gallopa;;;;Platin  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Josef Röhrig;;;;;Departed – Unter Feinden (2007);;Phineas Nigellus Black;Flegmon;;;;Gold  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Jakob Streitle;;;;;No Country for Old Men (2008);;Narcissa Malfoy;Lahmus;;;;Quecksilber  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Josef Posipal;;;;;Slumdog Millionär (2009);;Stan Shunpike;Magnetilo;;;;Thallium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Fritz Walter;;;;;Tödliches Kommando – The Hurt Locker (2010);;Aberforth Dumbledore;Magneton;;;;Blei  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Andi Kupfer;;;;;The King's Speech (2011);;Bathilda Bagshot;Porenta;;;;Bismut  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;The Artist (2012);;Colin Creevey;Dodu;;;;Polonium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Argo (2013);;Amos Diggory;Dodri;;;;Astat  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;12 Years a Slave (2014);;Firenze;Jurob;;;;Radon  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Birdman oder (Die unverhoffte Macht der Ahnungslosigkeit) (2015);;Grawp;Jugong;;;;Francium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Spotlight (2016);;Marge Dursley;Sleima;;;;Radium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Moonlight (2017);;Cormac McLaggen;Sleimok;;;;Actinium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Shape of Water – Das Flüstern des Wassers (2018);;Gellert Grindelwald;Muschas;;;;Thorium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Green Book – Eine besondere Freundschaft (2019);;Fat Lady;Austos;;;;Protactinium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Parasite (2020);;Salazar Slytherin;Nebulak;;;;Uran  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Nomadland (2021);;Bob Ogden;Alpollo;;;;Neptunium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Coda (2022);;Pansy Parkinson;Gengar;;;;Plutonium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Everything Everywhere All at Once (2023);;Marvolo Gaunt;Onix;;;;Americium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Oppenheimer (2024);;Fawkes;Traumato;;;;Curium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Anora (2025);;Frank Bryce;Hypno;;;;Berkelium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Morfin Gaunt;Krabby;;;;Californium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Godric Gryffindor;Kingler;;;;Einsteinium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Elphias Doge;Voltobal;;;;Fermium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Pigwidgeon;Lektrobal;;;;Mendelevium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Mrs. Norris;Owei;;;;Nobelium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Alicia Spinnet;Kokowei;;;;Lawrencium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Wilhelmina Grubbly-Plank;Tragosso;;;;Rutherfordium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Aunt Muriel;Knogga;;;;Dubnium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Yaxley;Kicklee;;;;Seaborgium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Arabella Figg;Nockchan;;;;Bohrium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Regulus Black;Schlurp;;;;Hassium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Rolanda Hooch;Smogon;;;;Meitnerium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Mr. Borgin;Smogmog;;;;Darmstadtium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Justin Finch-Fletchley;Rihorn;;;;Roentgenium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ariana Dumbledore;Rizeros;;;;Copernicium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Madam Rosmerta;Chaneira;;;;Nihonium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Gregorovitch;Tangela;;;;Flerovium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Aragog;Kangama;;;;Moscovium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Marietta Edgecombe;Seeper;;;;Livermorium  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Cuthbert Binns;Seemon;;;;Tenness  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Zacharias Smith;Goldini;;;;Oganesson  ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Blaise Zabini;Golking;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Bertha Jorkins;Sterndu;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Travers;Starmie;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Marcus Flint;Pantimos;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ted Tonks;Sichlor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Barty Crouch Jr.;Rossana;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Norbert;Elektek;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Amelia Bones;Magmar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ernie Prang;Pinsir;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Antonin Dolohov;Tauros;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Montague;Karpador;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Merope Gaunt;Garados;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Nicolas Flamel;Lapras;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Mary Cattermole;Ditto;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Roger Davies;Evoli;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Bane;Aquana;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Nagini;Blitza;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Rowena Ravenclaw;Flamara;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Fluffy;Porygon;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Dedalus Diggle;Amonitas;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Hepzibah Smith;Amoroso;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Walden Macnair;Kabuto;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Albus Severus Potter;Kabutos;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Errol;Aerodactyl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Broderick Bode;Relaxo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Michael Corner;Arktos;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Hannah Abbott;Zapdos;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Madam Malkin;Lavados;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Augustus Rookwood;Dratini;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Tom;Dragonir;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Bloody Baron;Dragoran;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Sturgis Podmore;Mewtu;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Reg Cattermole;Mew;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Dirk Cresswell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Padma Patil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Amycus Carrow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Sir Cadogan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ronan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Warrington;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Kendra Dumbledore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Mrs. Cole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Armando Dippet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Mr. Roberts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Leanne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Pius Thicknesse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Hokey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Irma Pince;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Albert Runcorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Dawlish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Griselda Marchbanks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Trevor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Tom Riddle Sr.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Romilda Vane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Magorian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Dennis Creevey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Millicent Bulstrode;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Beedle the Bard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Scabior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Aidan Lynch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Moran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Piers Polkiss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Demelza Robins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Hestia Jones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Mafalda Hopkirk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Alecto Carrow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Mrs. Black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Gabrielle Delacour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Bogrod;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Marcus Belby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Terry Boot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Helga Hufflepuff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;James Sirius Potter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Hassan Mostafa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Adrian Pucey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Karkus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Professor Tofty;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Wilkie Twycross;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Caractacus Burke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Jimmy Peakes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Avery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Troy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Augusta Longbottom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
